Date Time,Sentiment,Text,User Name,Retweets,Favorites
11-5-17,1, اثنين مايو اسماعيلي يفوز مصريه اتصالات بهدف نظيف لقاء اسبوع تاسع عشرين دوري و,,0,0
11-5-17,1, غدا انطلاق رياضات موحده اولمبياد خاص موظفي مصريه اتصالات,,0,0
11-5-17,1, دستور انفراد ننشر قرارات اجتماع مصريه اتصالات,,0,0
10-5-17,1, حارس ثاني لمنتخب سويس يرتدي تيشيرت حراس نادي اهلي اثناء مباراه فريقه مصريه اتصالات,,22,111
10-5-17,-1, مصريه اتصالات كانت كسبت انهارده كانت هتفرق كروت شحن هه,,0,0
10-5-17,1, ترتيب مجموعه ثانيه ب قسم ثاني جوله صعود نصر دوري ممتاز هبوط شهداء مصريه اتصالات قسم ثالث,,0,1
10-5-17,-1, نهايه مباراه تعادل سلبي فريقين منتخب سويس مصريه اتصالات دوري,,0,25
10-5-17,1, احمد فراويله لاعب مصريه اتصالات يهدر ركله جزاء وفرصه تقدم لفريقه منتخب سويس مصريه اتصالات دوري,,0,21
10-5-17,1, مباراه دوري قسم تاني هتتلعب شويه منتخب سويس مصريه اتصالات ماتش بيحدد هبوط اهم في,,0,0
10-5-17,1, شركه مصريه اتصالات,,0,0
10-5-17,1, هما مصريه اتصالات ومنتخب سويس بقو بيلعبو شامبيونز ليج امتي,,0,0
10-5-17,1, بتفرج ماتش منتخب سويس مصريه اتصالات حاجه قمه متعه,,0,0
10-5-17,1, ده مصريه اتصالات هبطوا درجه تالته كمان واضح شركه قررت تفكس كوره عقبال باقي شركات شاء الله,,2,2
10-5-17,1, تريكه تريكه هدف ابوتريكه رائع مرمي اتصالات موسم اهلي مصريه اتصالات,,39,70
10-5-17,1, اعلان شركه مصريه اتصالات مهندسين ومحاسبين ومندوبين ووظائف اخري تقديم عبر انترنت,,0,0
10-5-17,1, حسام حسن عذبتني معاك خليتني اشجع مصريه اتصالات مصري اتحاد اسماعيلي زمالك اردن يا رب يجي اليوم اللي اشجع اهلي,,0,1
10-5-17,-1, رئيس حاجه فنيه مصريه اتصالات كتبلي ورقه لموظف مكتوب نصا مطلوب ازهار رقم حسابيا,,0,0
9-5-17,1, احصائيات ارقام قسم ثاني مصريه اتصالات هابط رقم قسم ثالث يتبقي فرق اخري تستطيع تتوقعهم,,0,0
9-5-17,1, سداد فاتوره تليفون موقع مصريه اتصالات مايو,,0,0
9-5-17,1, سؤال الي رئيس برلمان والي رئيس وزراء شركه مصريه اتصالات خاضعه لقانون خدمه مدنيه سيطبق,,0,0
9-5-17,-1, فساد مصريه اتصالات ديه حقيقه حصلت معايا مقدم تليفون لمده سنه اما جالي خط ادوه لحد تاني,,0,0
9-5-17,-1, لاقيت اوسخ تي داتا مصريه اتصالات,,0,0
9-5-17,1, مصريه اتصالات تقدم كشف حساب مسئوليه مجتمعيه ملتقي سنوي ثالث ل,,0,0
9-5-17,1, استعلام فاتوره تليفون ارضي مصريه اتصالات معرفه فاتوره تليفون ارضي وطريقه,,0,0
9-5-17,1, مقدم خط ارضي مصريه اتصالات بقالي شهرين ولا حياه لمن تنادي عاش مصر,,0,0
9-5-17,1, مصريه اتصالات تدشين برج محمول استعداد لتقديم خدمات موبايل,,0,1
9-5-17,1, مصريه اتصالات هواحنا هنخلص اما اشوف اخرتها معاكو,,0,0
8-5-17,-1, مصريه اتصالات انشاء شبكه جيل رابع صيف,,1,1
8-5-17,1, فاتوره تليفون ارضي عبر موقع مصريه اتصالات زعيم توتيرفلولورز رايق,,0,0
8-5-17,1, استعلام فاتوره تليفون ارضي مصريه اتصالات,,0,0
8-5-17,1, مصريه اتصالات احلال كابلات فايبر سنوات و برج محمول قريبا قال مهندس رفعت جنيدي مدير,,0,0
8-5-17,-1, مصدر مصريه اتصالات تبدا تجارب تشغيل خدمات جيل رابع محمول رمضان,,0,0
8-5-17,1, جنيدي مصريه اتصالات شاركت حمله مصر خاليه فيروس سي جريده بورصه,,0,0
8-5-17,-1, اقتصاد مصريه اتصالات تعلن موعد انشاء شبكه جيل رابع,,0,0
8-5-17,1, رفعت جنيدي نائب رئيس تنفيذي لشؤن مناطق موارد بشريهالمصريه اتصالات مواطن عندما تقع عاتقه مسئوليه كبيره تدفعه نجاح,,0,0
8-5-17,1, شركه وقتي دفع تحصيل الكتروني تقدم خدمات اورانج اتصالات فودافون مصريه اتصالات تي داتا دفع,,0,0
8-5-17,1, الي وزير اتصالات اقول فصل هيئه مصريه اتصالات شركه مسماه تي اي داتا,,0,3
8-5-17,-1, تثبت مصريه اتصالات تملك اسوا موظفين وخدمه عملاء وخصوصا سنترال رحاب,,0,0
7-5-17,1, مصر فايف تفصيل تعرف طريقه استعلام فاتوره تليفون ارضي عبر موقع مصريه اتصالات,,0,0
7-5-17,1, اطار تحول مصريه اتصالات مشغل اتصالات متكامل سيتم تعديل ترقيم خطوط ارضيه محافظه دقهليه ليبدا,,0,0
7-5-17,1, فاتوره تليفون ارضي موقع رسمي شركه مصريه اتصالات,,0,0
7-5-17,1, استعلام فاتوره تليفون ارضي مصريه اتصالات معرفه فاتوره تليفون,,0,0
7-5-17,1, اعلان شركه مصريه اتصالات مهندسين ومحاسبين ومندوبين ووظائف اخري تقديم عبر انترنت اعلان وظائف وزاره,,0,0
7-5-17,-1, كسم سمولينج والله ميلعبش مصريه اتصالات فراويله,,0,1
7-5-17,1, اسالوا موظفين شركه مصريه اتصالات عارفين قذارته زمان,,0,0
7-5-17,1, فاتوره تليفون فاتوره تليفون ارضي منزلي لشهر ابريل موقع مصريه اتصالات,,0,0
7-5-17,-1, مصريه اتصالات عبروا ناس ردوا عليهم,,0,0
7-5-17,1, فاتوره تليفون ارضي الان طريقه استعلام سداد موقع مصريه اتصالات الكتروني,,0,0
7-5-17,1, اخر موعد لسداد فاتوره تليفون ارضي ابريل دفع غرامه جنيهات عبر موقع مصريه اتصالات,,0,0
7-5-17,1, اعرف فاتوره تليفون ارضي الان وطريقه سداد عبر موقع شركه مصريه اتصالات,,0,0
7-5-17,1, اعرف فاتوره تليفون ارضي الان وطريقه سداد عبر موقع شركه مصريه اتصالات,,0,0
7-5-17,1, تعرف استعلام فاتوره تليفون ارضي مصريه اتصالات طريقه سداد فاتوره تليفون ارضي كترونيًا,,0,0
7-5-17,1, اخبار عربيه خطوات استعلام فاتوره هاتف ارضي لشهر مايو مصريه اتصالات,,0,0
7-5-17,1, تفصيل طريقه استعلام فاتوره تليفون ارضي لشهر مايو مصريه اتصالات,,0,0
6-5-17,1, وظائف شركه مصريه اتصالات ونقل بيانات لمختلف تخصصات جنسين تقديم انترنت,,0,0
6-5-17,1, اللي مفروض يتحاسب انخفاض قيمه سهم مصريه اتصالاتالعاملين اللي بيكتبوا فيس بوك مع اللي,,0,0
6-5-17,1, مفروض هندرب مصريه اتصالات يعني اتصلوا بيا هاجي احصل فواتير تيليفون عندكوا,,0,0
6-5-17,1, ترتيب جوله مجموعه ثانيه قاهره قناه ب قسم ثاني صعود نصر دوري ممتاز هبوط شهداء مصريه اتصالات,,0,0
6-5-17,1, مصريه اتصالات تعلن نتائجها ماليه مايو,,0,0
6-5-17,1, سهم مصريه اتصالات يختبر جنيهات مجددًا,,0,0
6-5-17,-1, مصريه اتصالات تسجن ٩٦ تايوانيا وصينيا وتغرمهم ١٩ مليونا,,0,0
6-5-17,-1, نفس تليفون اللي كانت بتركبه مصريه اتصالات,,0,1
6-5-17,1, انتم عايزين اتعامل سنترال واغير خط تليفون حسابي وده هيحصل مالي مشكلتكم مصريه اتصالات حلوها,,1,0
5-5-17,1, اطار تحول مصريه اتصالات مشغل اتصالات متكامل سيتم تعديل ترقيم خطوط ارضيه محافظه دقهليه ليبدا,,0,0
5-5-17,1, تي ايه داتا بوسي كات مصريه اتصالات دعوه نفسك تتحقق صاحب تويتر وفلورز جممعه رجاء مصر,,1,2
5-5-17,1, مصريه اتصالات تبحث وصفه لتعظيم ربحيه مساهمين,,0,0
5-5-17,1, وصايا عشر لارتفاع سهم مصريه اتصالات,,0,0
5-5-17,1, مصريه اتصالات هتقلب مشغل,,0,0
5-5-17,1, مصر فايف تفصيل طريقه استعلام فاتوره تليفون ارضي لشهر مايو مصريه اتصالات,,1,1
5-5-17,1, مصريه اتصالات اعلان نتائج ماليه ربع اول مايو جاري,,0,0
5-5-17,1, فاتوره تليفون ارضي طريقه سداد موقع مصريه اتصالات الكتروني,,0,0
5-5-17,1, مصريه اتصالات اعلان نتائج ماليه ربع اول مايو جاري صحافه دوت نت,,0,0
5-5-17,1, حتي مصريه اتصالات عشان يقطعو خط نت اجازتي,,0,0
4-5-17,1, الله يخربيت ام مصريه اتصالات حبنضفوا ابدا ملعون ابو دي شركه مهم انهم معطلين نت معاهم الله يخيبكم كمان وكمان,,0,1
4-5-17,1, ساده محترمين مصريه اتصالات قاطعين تليفون ارضي عندي وعدد كبير تاني امبارح وبيقولوا بنصلح عطل نت ومفيش مذاكره,,1,2
4-5-17,1, مايو مصريه اتصالات تعلن قوائم ماليه ربع اول مصر اقتصاد,,0,0
4-5-17,1, عنوان مصريه اتصالات بيان شركهاسم شركه مصريه اتصالاتكود ترقيم دولي,,0,0
4-5-17,-1, مفروض اسمكم مصريه خرا اتصالات,,0,0
4-5-17,1, صباح خير كسم تي داتا صبح وكسم مصريه اتصالات شركه بنت متناكه,,0,0
4-5-17,1, الان فاتوره تليفون ارضي لشهر ابريل شركه مصريه اتصالات وطرق سداد لعام,,0,0
4-5-17,1, عاجل صدور قرار اخلاء سبيل لشكري جبالي خلفيه قضيه مصريه اتصالات منذ يومين واحتجازه امن وطني,,0,0
3-5-17,-1, ضغط ليه هما مشغلينوا سيرفرات مصريه اتصالات,,1,0
3-5-17,1, معروف يوسف يرجع شرطه واحمد جعفر يرجع مصريه اتصالات وابراهيم صلاح يرجع منصوره,,0,0
3-5-17,1, مصريه اتصالات تبدا تعاقد محطات محمول بث مباشر,,0,1
3-5-17,1, فيوم تفوز سوهاج دوري مصريه اتصالات,,0,0
3-5-17,1, بكلم خدمه عمله مصريه اتصالات وكل خطوه لازم ادخل كود محافظه ورقم تليفون ارضي لحد اخيرا رد عليا وجيس وات طلب كود رقم,,0,1
3-5-17,1, مصريه اتصالات تبدا ابرام تعاقدات لانشاء محطات محمول,,0,0
3-5-17,1, مصريه اتصالات تصالح عاملين رمضان تفاصيل,,0,0
3-5-17,1, توتي جول عمل واحده حسني عبد ربه ماتش مصريه اتصالات,,0,0
3-5-17,1, فاتوره تليفون ارضي طريقه استعلام موقع مصريه اتصالات الكتروني,,0,0
3-5-17,1, شكرا لردكم اتمني توفر خدمه لديكم اقرب وقت عشان مصريه اتصالات قادره توفر خدمه,,0,0
3-5-17,1, استعلام فاتوره تليفون ارضي مصريه اتصالات معرفه فاتوره تليفون ارضي,,0,0
2-5-17,1, استعلام فاتوره تليفون ارضي لشهر ابريل وطرق سداد اون لاين عبر انترنت موقع شركه مصريه اتصالات,,0,0
2-5-17,-1, غرامه جنيه سجن لايسجل صفحه فيس بوك خاصه به هيئه مصريه اتصالات وحصوله تصريح لمده,,0,0
2-5-17,1, جنيهوالسجن يسجل صفحه فيسبوك خاصه به هيئه مصريه اتصالات وحصوله تصريح مشروع قانون تقدم به عضو بمجلس نواب,,0,0
2-5-17,1, مافيش شركه انترنت كويسه مصر بس مصريه اتصالات مصدر اساسي تقريبًا هتفرق خالص شركه كلهم وحشين,,0,0
2-5-17,1, فاتوره تليفون ارضي طريقه استعلام سداد موقع مصريه اتصالات الكتروني,,0,0
2-5-17,1, اداره شمس اسكان ترجىء عرض مصريه اتصالات بشان محطات ال شركه شمس اسكان تعمير بان,,0,0
2-5-17,-1, ارجاء نظر مذكره بشان تعاقد مصريه اتصالات بخصوص استغلال اسطح عمارات شركه لتركيب محطات,,0,0
2-5-17,1, غرامه ج وسجن لمن لايسجل فيس خاص به مصريه اتصالات وحصوله تصريح شهور مشروع قانون تقدم به عضو متخلف برلمان,,0,1
2-5-17,-1, يعني قلقانين نت بتاع مصريه اتصالات وبنقول متراقب مابالك بتشتغلي نت بتاع اتصالات عسكريه ناقص اروح اقعد حجر مخبر,,0,1
2-5-17,-1, كسم مصريه اتصالات كسم تي دي تي كسم اللي موصل كابل نت بلد بنت احبه دي والله,,0,0
2-5-17,1, غدا مباراه غايه اهميه تجمع نادي زرقا امام مصريه اتصالات ملعب زرقا تمام ساعه ونص وعلي,,0,0
1-5-17,1, فاتوره تليفون ارضي لشهر ابريل شركه مصريه اتصالات ومعرفه طرق سداد لعام,,0,0
1-5-17,1, هي ديه سرفرات مفروض تبقي سنترالات مصريه اتصالات,,0,0
1-5-17,-1, شركه مصريه اتصالات ملهاش كبير ولا ايه افشل شركه مصر اكن ظالم فشل انا بعتذر عزيزي فاشل بجد,,0,0
1-5-17,1, اخلاء سبيل قررت نيابه ازبكيه اخلاء سبيل مهندس شكري جبالي عامل شركه مصريه اتصالات بضمان محل,,0,0
1-5-17,-1, اني نفسي جدا اشتم احب اقول مصريه اتصالات فودافون ياولاد ميتين كلب كلكم,,1,1
1-5-17,1, يبقا اتصالاات عملو فولو فودافون هيتعولقو شويه ويعملو مصريه اتصالات قالو عملنا ومعملوش نخش بقا,,0,0
1-5-17,1, فاتوره تليفون ارضي ابريل استعلام سداد موقع مصريه اتصالات الكتروني,,0,0
1-5-17,-1, انقلاب يحتفل بعيد عمال ويعتقل عددًا منهم قبض شكري جبالي احد عاملين شركه مصريه اتصالات اسكندريه سيسي افقر عمال مصر,,3,1
1-5-17,1, متضامن عمال مصريه اتصالات معركتهم احييت اول ايار واعطته مغزي كبير ظل طواري,,0,0
1-5-17,1, اخلاء سبیل حسام مختار بضمان محل اقامته مصریه اتصالات,,0,0
31-12-17,1, اهتموا بلاغات الله يكرمكم ساده مصريه اتصالات,,0,1
31-12-17,-1, مصريه اتصالات اسوء شبكه مر عصور,,0,0
30-12-17,1, هروح اشتري تيشيرت برشلونه فيفا هشيل لوجه هطبع لوجو مصريه اتصالات اوبو ابقي اول واحد مصر جبت تيشيرت بتروجيت,,0,1
30-12-17,1, تليفون ارضي فاتوره تليفون فتره سماح مواعيد دفع استعلام فاتوره تليفون ارضي شركه مصريه اتصالات خطوات,,0,0
30-12-17,-1, اسود مصريه اتصالات دخلت نفسها قصه نت,,0,0
30-12-17,-1, خدمه انترنت ضعيفه انحاء مصر مصريه اتصالات تواصلوا معي وعشموني خدمه هتتصلح يناير احيه,,0,1
30-12-17,1, مصريه اتصالات,,0,0
30-12-17,-1, مصريه اتصالات اسوء خدمه عملاء,,0,0
30-12-17,-1, متهيالي كتبت تويت ولاد وسخه وسكت هلاقي مصريه اتصالات بيقولولي حضرتك توضح تفاصيل اكتر مشكله ورقم عشان نتواصل معاك,,0,1
30-12-17,1, طيب رقم خدمه عملاء بتاعكم مبيجمعش حضراتكم مبتردوش ال اما نحب نكلم شعب مصريه اتصالات عشان مشكله نتصل بمين,,0,0
30-12-17,-1, فودافون اللي مشتركين معاها خدمه ال وكل يومين ثلاثه خدمه تقطع اشتكينا قالوا مصريه اتصالات بتتعمد تقفل ال خاص بعدد مشتركين شركات اتصالات ال ناس تزهق وتنقل بطلوا بلطجه بقي عيب,,11,17
30-12-17,-1, ربنا ظالم مصريه اتصالات,,0,0
30-12-17,-1, ٤ انضمامي لفريق نادي مصريه اتصالات ٢٠ بس رب نقبض,,1,2
30-12-17,1, مصريه اتصالات عملين رساله مسجله مشكله نت مستوي مصر وحضرتك هتتفهم واضع عافيه عم ومتوجعش دماغنا,,1,1
30-12-17,-1, عميلنا عزيز نحيط سيادتكم علما بانه توجد لدينا مشكله سرعه انترنت وسوف يتم علاجها نصف ثاني تحيات شركه مصريه اتصالات معانا هتقدر تفتح فيس,,1,8
30-12-17,-1, مصريه اتصالات عاملين اعلان انترنشيب عندنا كليه وبافكر اقدم وابقي جاسوس واجي اقولكم بيعملوا افتح سرعات نت ناس واسمي يتسجل تاريخ مصري حديث بقا,,0,18
30-12-17,-1, فودافون بقالي سنتين احلي تي داتا بكتير فشخ ومعنديش مشاكل نت قليل مشاكل بدات فتره اخيره دي مصريه اتصالات فودافون,,0,0
30-12-17,1, صباح خير هتصلحوا نت امتي,,0,0
30-12-17,1, حولوا شركه مصريه اتصالات حلوه جدا وشبكتها نت سريع,,2,3
30-12-17,-1, عجيب انهم عارفين مشكله هتتحل امتي وشكل موضوع هيطول بيقولو كابل بحري مقطوع وهيتصلح ٩ يناير بس دا كلام رسمي مصريه اتصالات,,0,0
30-12-17,1, بره مصر بتلاقي شركه اتصال اللي تبع دوله بتقدم تسهيلات مميزات شركات تانيه عندنا بقي مصريه اتصالات لاخدمه عدله ولا دعم فني بيفهم ولا يحل مشكلتك,,0,0
30-12-17,1, تقريبا مصريه اتصالات شافو تويت واهتمو بينا نت حلو بليل,,0,2
30-12-17,-1, دلوقتي بتستطلع رايي خدمه اللي اساسا مقامتش بيها انتظر حوالي عميل وبعدين يقفلوا عليا ساده موظفين فاضيين فجر مشغلين خدمه ليه مصريه اتصالات ريتويت هيلب,,0,1
30-12-17,-1, قال عطل قال هبل وللا عبط نمره غلط عماد مصريه اتصالات اوسخ نت في عالم معلش بوست نزل متاخر عطل بقي,,0,0
30-12-17,1, روتر انما اشتراك مصريه اتصالات,,1,0
29-12-17,-1, مصريه اتصالات صرفت ملايين ارض اللي بيحصل مسخره واستخفاف عملاء,,4,2
29-12-17,1, كامله بشتكي مصريه اتصالات بطء خط انترنت ارضي وضعف شبكه وانها شويه بتفصل لوحدها سنه,,0,1
29-12-17,1, ابو تريكه و مصريه اتصالات بعمر ويوم مواسم اول هدف اتحاد ترسانه و اهلي عبد الله سعيد و بتروجيت بعمر شهور يوم موسم اول هدف زمالك موسم اسماعيلي و اهلي,,6,12
29-12-17,-1, نت مصريه اتصالات ضايع,,0,0
29-12-17,-1, نصب مصريه اتصالات,,0,0
29-12-17,1, مصريه اتصالات وباقي اتصالات مزبله تاريخ شركات بنت و ه,,0,0
29-12-17,1, مصريه اتصالات واي تي داتا شركات نصابه تحصل ثمن خدمه مواطنين ولا تقوم بتوصيل خدمه فضلا انها شركات مشبوهه تتجسس عملاء لحساب جهات قذره,,0,0
29-12-17,-1, افهم تفصيليا اجل حقي كعميل طبيعه مشكله فنيه عامه انترنت شبكه مصريه اتصالات مصر وهل موضوع مرتبط باختراقات راوترز اخيره ولا فزلكه وهل هيتم تعويضنا اسبوع بدون انترنت,,0,0
29-12-17,-1, مصريه اتصالات يشركات بنت وسخه كلام نت بقاله ايام شبه وشكو علاتلاء هرمي روتر شارع,,0,0
29-12-17,-1, صاحبتها مصريه اتصالات صاحبه تليفونات ارضي نفس وقت فاحتكار النوع سافل بدون قانون يجيبلك حقك,,0,0
29-12-17,1, مصريه اتصالات,,0,1
29-12-17,1, خط بتاعي اتكسر عايز اشتري واحد جديد اختار فيكم اتصالات مصر مصريه اتصالات,,0,0
29-12-17,1, مصريه اتصالات,,0,0
29-12-17,1, شعار فودافون بينزل ملعب مباراه ليه ماتشات اهلي مش مفروض راعي دوري مصريه اتصالات راعي اهلي لبس اهلي مفروض ملعب,,0,0
29-12-17,1, مبروك بروكسي جديد حوار فاكس برنامج اهبل بيعدي هاترجعونا لايام شقاوه تاني مصريه اتصالات جابت بروكسي,,0,1
29-12-17,1, فاتوره تليفون ارضي لشهر يناير شركه مصريه اتصالات,,0,0
29-12-17,1, اكتوبر شركه مصريه اتصالات الان فاتوره تليفون ارضي يناير عبر موقع,,0,0
29-12-17,1, مصريه اتصالات,,0,0
29-12-17,1, معندناش اساسا فمش بعيد جهبذ مصريه اتصالات اتفتخت عينه موضوع وقرر يتحفنا,,0,0
29-12-17,-1, كفايه مصريه اتصالات,,0,1
29-12-17,1, ٦ شعبنا شعب غلبان راضي بقليله ومستحمل حياته عافيه شعبنا عايش دوله مدنيه ورق دوله دينيه عسكريه واقع وقمع حريات بيزيد يوم ليه بتتفننوا زياده تعكير مزاج عام هي جريمه سيصبح مكافح جريمه مجرم بعينه مصريه اتصالات,,3,7
29-12-17,1, ٥ مجلس نواب مهزله دي انتوا بتقبضوا مننا فلوس ليه صوت شعب وللا انتوا مشغولين حاليا برفع سعر تذاكر مترو وتجريم ملحدين اللي ماحصلش منهم اي فعل مسىء او اي عمليه ارهابيه او اي تكفير او اي تحليل لدم اي مواطن مصريه اتصالات,,1,6
29-12-17,1, ٤ وفقا عرف عالمي انترنت اصبح ابسط حقوق انسان تالي مواطن مصري كامل حق مطالبه بخدمه محترمه مقابل يدفعه ومن حقه تمتع بحريه تصفح انترنت يشاء رقابه او حجب مصريه اتصالات,,1,4
29-12-17,-1, ٣ وفقا نقطتين اللي فاتوا معطيات محدوده لانعدام شفافيه حكومه مواطن سبب سوء خدمه احداث تعديلات واحكام مراقبه انترنت واستغلال احتكار سوق متعمد حكومه خدمات انترنت مصريه اتصالات,,2,6
29-12-17,-1, ٢ ليه حجب مواقع اخباريه ومواقع حقوق انسان ليه حجب ال وال ليه حجب تورينت ليه حجب مواقع اباحيه اللي اعطاكوا حق انكم تحرموا مشتركين ابسط حقوقهم حريه تصفح انترنت ازاي مابيتمش استفتاء شعبي ليه شفافيه مصريه اتصالات,,3,9
29-12-17,-1, صباح خير ناس كلها عدا شركه مصريه اتصالات ولاد متناكه,,0,0
29-12-17,1, توضيح سنترال اللي تويت اقصد بيها سنترال عادي عنده خدمه بيدفع بيها فواتير سنترال اللي ريبلاي يعني سنترال مصريه اتصالات,,0,1
29-12-17,1, هنقوم نحرق مصريه اتصالات بقي,,0,0
29-12-17,1, تليفون ارضي يناير اسعلام فاتوره تليفون ارضي يناير اسم ورقم تليفون عبر موقع شركه مصريه اتصالات,,0,0
29-12-17,-1, سبب بطء انترنت مصريه اتصالات قررت وقف مواقع اباحيه تظبط تصفح حدا ادخل راوتر عدل ال خليه ملحوظه تغير اعدادات طريقه دي هيشغل مواقع محجوبه,,0,1
29-12-17,1, مصريه اتصالات,,0,0
29-12-17,1, مصريه اتصالات,,0,2
29-12-17,1, مصريه اتصالات الله يحرقكم,,0,0
29-12-17,-1, فاتوره تليفون ارضي لشهر يناير شركه مصريه اتصالات مصريه اتصالات شركه مصريه اتصالات فاتوره تليفون ارضي فاتوره تليفون منزلي فاتوره شهر يناير,,0,0
29-12-17,1, تي اي داتا مصريه اتصالات اقسم بالله انا سارق قهوه بلدي نت هيبئي اسرع ع ابو اُم جدعان,,1,4
29-12-17,-1, مصريه اتصالات بتوع خطوط ارضي وخطوط وي بتاعت موبايل وتي داتا وقريب هيعملو مصنع شرابات حريمي واحتمال يبيعو هوا ال بنشمه كدا,,0,1
29-12-17,-1, شتيمه مصريه اتصالات وفودافون واتصالات و بيباه باكدج كدا بتطلع لوحدها اول مالنت يفصل,,0,1
29-12-17,1, معكم شركه مصريه اتصالات راعي رسمي لاستفزاز شعب مسئول معتمد لشلل انترنت,,0,0
29-12-17,1, بلد محترمه حصل حوار تي داتا او مصريه اتصالات دي بيعملوا,,0,0
29-12-17,1, متعوده عالموبايل دا وحساني ميته كدا وحتي عارفه انزل ابلكيشن وهستني اروح لوايفاي حسبي الله مصريه اتصالات,,0,0
28-12-17,1, خبر اقتصادي مصريه اتصالات تتوقع نمو ايراداتها,,0,0
28-12-17,-1, مصريه اتصالات بتعمل عمليه لمحتوي نت مصر اغلب مواقع بورن نودز تورنت واقعه يا ريت تسبولنا تورنت طالبه معاكو رخامه احجبوا مواقع بورن اسود اسلام خلفاء الله ارض حقكم يعني,,0,2
28-12-17,-1, انت يامعلم افتكرناك ضربت مصريه اتصالات اسطبلات ولا حاجه,,1,0
28-12-17,-1, والله عيب عليكم مصريه اتصالات عندي نت بيت وشبكه شغاله وبعد دا كله اشتغل نت باقه,,0,0
28-12-17,1, اعتقد مبني ملك شركه مصريه اتصالات وتكلف مليون جنيه اموال شركه قطاع عام احترامي لجامعه نيل ودورها عظيم ومستعد اتبرع مثل زويل,,0,1
28-12-17,-1, اشتركت مصريه اتصالات مشوفتش مباراه ناس فودافون كانت بتجيب شبكه ارض بس مشكله باقات فودافون غاليه,,0,1
28-12-17,1, صحيح مبروك لوجو جديد وال مصريه اتصالات,,0,1
28-12-17,1, مصريه اتصالات ڤودافون,,0,1
28-12-17,1, بيدير مصريه اتصالات انت ياعم شوف شغلك كويس وشوف موظفينك مبهدلين ام مصريين,,17,26
28-12-17,-1, تقريبا هما بس بسبب تعديلاتهم ودخول مصريه اتصالات معاهم,,0,0
28-12-17,-1, مشكله راوترز مشكله خدمه نفسها مصريه اتصالات تي داتا سابق بس بيعترفوا مشكله كانه عيب يصرحوا غالبا قطع احدي كابلات بحريه والله اعلم,,0,0
28-12-17,1, دعاء ليله خميس يارب مصريه اتصالات تموت,,7,27
28-12-17,1, مصريه اتصالات,,1,1
28-12-17,1, مصريه اتصالات,,0,0
28-12-17,1, خط مصريه اتصالات ينفع يشتغل جهاز واي فاي بتاع اتصالات ولا لا تقريبا اه,,0,0
28-12-17,-1, الله يحرق مصريه اتصالات بدل مره ميه مره,,0,6
28-12-17,-1, انا عندي نفس مشكله امبارح وبحاول اتواصل مصريه اتصالات ومفيش بيرد,,0,1
28-12-17,1, حاسس مصريه اتصالات هتضيع نسبه ال مكاسب اللي كانت بتحصلها نصيبها فودافون سنين اللي فاتت اعلانات شبكتها جديده,,0,0
28-12-17,1, وانا داخل قريه ذكيه بيبقي شمالي وزاره اتصالات وعلي يميني مبني مصريه اتصالات ببقي محتار جدا اتف يميني ولا شمالي,,0,1
28-12-17,1, فاصل عندي خالص وبحاول اكلم بتوع مصريه اتصالات بيردوا تقريبا عندهم نت هما كمان,,1,0
28-12-17,1, فاتوره تليفون استعلام فاتوره تليفون ارضي شركه مصريه اتصالات خطوات,,0,0
28-12-17,1, ساعه مااندمجت مصريه اتصالات وبقي بقي ادائهم زي خره تقرييا بيبركولنا انهم بقوا شركه واحده وبيحطوا علينا مناسبه دي,,0,1
28-12-17,1, تليفون ارضي يناير استعلم الان فاتوره تليفون ارضي يناير اسم ورقم تليفون عبر موقع شركه مصريه اتصالات,,0,0
28-12-17,1, اسعار باقه مكالمه انترنت من شبكه محمول رابعه مصريه اتصالات شعار,,0,0
28-12-17,1, مصريه اتصالات,,0,1
28-12-17,1, شروق مصريه اتصالات تعتمد موازنه وتتوقع نمو ايراداتها مصريه اتصالات,,0,2
28-12-17,-1, تعليق عروض طلبات اسهم اورنج قاهره مباشر قررت بورصه مصريه تعليق عروض طلبات مسجله جلسه استكشافيه ورقه ماليه اورانج مصر اتصالات وتمكنت امس اربعاء قوات حمايه مدنيه بسوهاج سيطره حريق بمولد,,0,0
28-12-17,1, ارباح مستهدفه ل مصريه اتصالات موازنه,,0,0
28-12-17,1, مصريه اتصالات تستهدف نمو ارباح باكثر,,0,0
28-12-17,-1, عاده مصريه اتصالات هاتتغير مشترك انترنت بتاعهم وفجاه خدمه شبه منعدمه وفي اخر قالولي عيب سلك وهانغيره بقالي اسبوع شويه واحد يتصل يقولي معندناش سلك غيره حسابك,,0,0
28-12-17,1, اعلان مصريه اتصالات,,0,0
28-12-17,-1, عنوان مصريه اتصالات قرارات مجلس اداره شركه بجلسته منعقده بتاريخ اسم شركه مصريه اتصالاتكود ترقيم ال عنوان مصريه اتصالات قرارات مجلس اداره شركه بجلسته منعقده بتاريخ اسم شر,,0,0
28-12-17,1, عروض شبكات اسعار باقه مكالمه انترنت من شبكه محمول رابعه مصريه اتصالات شعار,,0,0
28-12-17,1, خشي مصريه اتصالات بقي,,0,0
28-12-17,1, عشان مصريه اتصالات هبطت زمان وانتي عارفه كوره فا عقل يعني,,0,0
28-12-17,1, ده بتاع مصريه اتصالات,,0,0
28-12-17,1, تي اي داتا مصريه اتصالات نت نهارده خرا بخرايين وربنا اتُف عليكوا كُلكوا سديتوا نفسي اقسم بالله,,1,4
